CENSUS BLOCK,Pop
0317004002,198
0317004003,338
0317004004,181
0317004005,74
0317004006,26
0317004007,132
0317004008,73
0318001000,27
0318001001,0
0318001002,0
0318001003,115
0318001004,123
0318001005,119
0318001006,165
0318001007,75
0318001008,63
0318001009,0
0318001010,116
0318001011,127
0318001012,134
0318001013,213
0318001014,105
0318001015,366
0318001016,72
0319001000,50
0319001001,112
0319001002,117
0319001003,143
0319001004,184
0319001005,150
0319001006,170
0319001007,51
0319001008,104
0319001009,13
0319002000,107
0319002001,168
0319002002,117
0319002003,106
0319002004,202
0319002005,142
0319002006,70
0319002007,60
0319002008,96
0319002009,11
0319002010,131
0321001000,586
0321001001,349
0321001002,116
0321001003,463
0321001004,158
0321001005,15
0321002000,0
0321002001,413
0321002002,356
0321002003,0
0321002004,409
0321003000,255
0321003001,110
0321003002,98
0321003003,247
0321003004,467
0321003005,545
0321004000,1496
0321005000,346
0321005001,387
0321005002,0
0321005003,14
0321005004,0
0321005005,0
0321005006,222
0401001000,0
0401001001,30
0401001002,93
0401001003,0
0401001004,0
0401001005,0
0401001006,0
0401001007,0
0401001008,0
0401001009,0
0401001010,0
0401001011,0
0401001012,0
0401001013,23
0401001014,103
0401001015,74
0401001016,83
0401001017,0
0401001018,0
0401001019,0
0401001020,236
0401001021,0
0401001022,26
0401001023,20
0401001024,41
0401001025,57
0401001026,35
0401001027,51
0401001028,75
0401001029,37
0401001030,41
0401001031,43
0401001032,140
0401001033,83
0401001034,62
0401001035,57
0401002000,52
0401002001,39
0401002002,52
0401002003,56
0401002004,90
0401002005,87
0401002006,37
0401002007,36
0401002008,43
0401002009,142
0401002010,104
0401002011,118
0401002012,149
0401002013,76
0401002014,53
0401002015,64
0401002016,53
0401002017,57
0401002018,33
0401002019,59
0401002020,61
0401002021,94
0401003000,51
0401003001,48
0401003002,31
0401003003,0
0401003004,34
0401003005,55
0401003006,49
0401003007,72
0401003008,31
0401003009,37
0401003010,18
0401003011,35
0401003012,0
0401003013,41
0401003014,92
0401003015,89
0401003016,56
0401003017,74
0401003018,161
0401003019,46
0402011000,55
0402011001,42
0402011002,162
0402011003,12
0402011004,46
0402011005,48
0402011006,9
0402011007,58
0402011008,42
0402011009,82
0402011010,60
0402011011,33
0402011012,53
0402011013,76
0402011014,0
0402011015,160
0402011016,6
0402011017,36
0402011018,0
0402011019,0
0402011020,0
0402011021,223
0402011022,30
0402011023,18
0402012000,0
0402012001,60
0402012002,175
0402012003,34
0402012004,3
0402012005,281
0402012006,65
0402012007,174
0402012008,34
0402012009,139
0402012010,31
0402012011,2
0402012012,10
0402012013,48
0402012014,133
0402012015,130
0402012016,72
0402012017,116
0402012018,153
0402012019,89
0402013000,0
0402013001,155
0402013002,93
0402013003,63
0402013004,107
0402013005,98
0402013006,115
0402013007,104
0402013008,29
0402013009,16
0402013010,47
0402013011,138
0402013012,98
0402013013,64
0402013014,14
0402013015,0
0402013016,111
0402013017,28
0402013018,20
0402013019,16
0402013020,12
0402013021,140
0402014000,217
0402014001,89
0402014002,126
0402014003,78
0402014004,98
0402014005,83
0402014006,117
0402014007,54
0402014008,24
0402014009,26
0402014010,91
0402014011,91
0402014012,139
0402014013,107
0402014014,28
0402014015,145
0402014016,129
0402014017,108
0402021000,16
0402021001,52
0402021002,0
0402021003,159
0402021004,59
0402021005,48
0402021006,100
0402021007,116
0402021008,85
0402021009,2
0402021010,43
0402021011,107
0402021012,98
0402021013,45
0402021014,56
0402022000,292
0402022001,299
0402022002,88
0402022003,25
0402022004,36
0402022005,28
0402022006,85
0402022007,98
0402022008,72
0402022009,90
0402022010,129
0402022011,43
0402022012,301
0402022013,79
0402022014,164
0402022015,90
0402022016,71
0402022017,103
0402022018,141
0402022019,108
0402022020,26
0402022021,37
0402022022,122
0402022023,155
0402023000,0
0402023001,68
0402023002,159
0402023003,94
0402023004,65
0402023005,87
0402023006,176
0402023007,38
0402023008,85
0402023009,136
0402023010,92
0402023011,32
0402023012,100
0402023013,167
0402023014,28
0402023015,0
0402023016,0
0402023017,27
0402023018,52
0402024000,46
0402024001,94
0402024002,98
0402024003,90
0402024004,134
0402024005,139
0402024006,143
0402024007,121
0402024008,7
0402024009,134
0402024010,145
0402024011,113
0402024012,156
0402024013,160
0402024014,24
0402024015,90
0402024016,124
0402024017,306
0402024018,51
0403001000,31
0403001001,46
0403001002,64
0403001003,46
0403001004,33
0403001005,86
0403001006,70
0403001007,69
0403001008,50
0403001009,33
0403001010,71
0403001011,62
0403001012,105
0403001013,37
0403001014,47
0403001015,72
0403001016,96
0403002000,0
0403002001,39
0403002002,249
0403002003,126
0403002004,43
0403002005,76
0403002006,33
0403002007,128
0403002008,56
0403002009,36
0403002010,74
0403002011,94
0403002012,116
0403002013,54
0403002014,83
0403002015,55
0403002016,0
0403002017,24
0403003000,0
0403003001,0
0403003002,0
0403003003,60
0403003004,71
0403003005,73
0403003006,60
0403003007,77
0403003008,57
0403003009,45
0403003010,21
0403003011,67
0403003012,25
0403003013,47
0403003014,7
0403003015,58
0403003016,97
0404011000,18
0404011001,38
0404011002,12
0404011003,90
0404011004,107
0404011005,65
0404011006,26
0404011007,28
0404011008,55
0404011009,69
0404011010,64
0404011011,75
0404011012,18
0404011013,96
0404011014,64
0404011015,46
0404012000,67
0404012001,67
0404012002,55
0404012003,27
0404012004,84
0404012005,77
0404012006,84
0404012007,79
0404012008,0
0404012009,2
0404012010,0
0404012011,50
0404013000,0
0404013001,214
0404013002,67
0404013003,34
0404013004,35
0404013005,35
0404013006,47
0404013007,12
0404013008,27
0404013009,34
0404013010,75
0404013011,73
0404014000,56
0404014001,63
0404014002,105
0404014003,58
0404014004,87
0404014005,42
0404014006,59
0404014007,64
0404014008,54
0404014009,55
0404014010,66
0404014011,96
0404014012,80
0404014013,25
0404014014,52
0404014015,14
0404021000,0
0404021001,0
0404021002,0
0404021003,104
0404021004,76
0404021005,101
0404021006,99
0404021007,195
0404021008,79
0404021009,41
0404021010,0
0404022000,134
0404022001,111
0404022002,0
0404022003,183
0404022004,149
0404023000,105
0404023001,111
0404023002,207
0404023003,96
0404023004,63
0404023005,177
0404023006,202
0404023007,50
0404023008,98
0404023009,104
0404023010,67
0404024000,0
0404024001,97
0404024002,90
0404024003,135
0404024004,66
0404024005,121
0404024006,88
0404025000,96
0404025001,77
0404025002,80
0404025003,102
0404025004,83
0404025005,171
0404025006,209
0404025007,261
0404025008,136
0404025009,104
0404025010,0
0406001000,0
0406001001,65
0406001002,54
0406001003,41
0406001004,53
0406001005,20
0406001006,47
0406001007,29
0406001008,20
0406001009,29
0406001010,40
0406001011,51
0406001012,38
0406001013,40
0406001014,25
0406001015,27
0406001016,24
0406002000,46
0406002001,107
0406002002,14
0406002003,56
0406002004,0
0406002005,54
0406002006,0
0406002007,106
0406002008,48
0406002009,72
0406002010,59
0406002011,39
0406002012,88
0406002013,77
0406002014,63
0406002015,73
0406002016,70
0406002017,37
0406003000,25
0406003001,94
0406003002,55
0406003003,10
0406003004,37
0406003005,0
0406003006,64
0406003007,84
0406003008,171
0406003009,52
0406003010,0
0406003011,35
0406003012,109
0406003013,55
0406003014,31
0406003015,0
0406003016,0
0407001000,40
0407001001,67
0407001002,2
0407001003,8
0407001004,102
0407001005,75
0407001006,92
0407001007,94
0407001008,16
0407001009,68
0407001010,88
0407001011,58
0407001012,94
0407002000,0
0407002001,51
0407002002,73
0407002003,126
0407002004,85
0407002005,78
0407002006,5
0407002007,67
0407002008,22
0407002009,117
0407002010,103
0407002011,104
0407003000,50
0407003001,53
0407003002,108
0407003003,95
0407003004,73
0407003005,92
0407003006,167
0407003007,14
0407003008,15
0407003009,48
0407003010,61
0407003011,52
0407004000,95
0407004001,167
0407004002,152
0407004003,127
0407004004,102
0407004005,17
0408001000,32
0408001001,14
0408001002,47
0408001003,0
0408001004,64
0408001005,57
0408001006,42
0408001007,82
0408001008,88
0408001009,86
0408001010,78
0408001011,62
0408001012,4
0408001013,21
0408001014,0
0408001015,49
0408002000,75
0408002001,252
0408002002,16
0408002003,15
0408002004,30
0408002005,121
0408002006,72
0408002007,69
0408002008,82
0408002009,56
0409001000,166
0409001001,62
0409001002,72
0409001003,108
0409001004,54
0409001005,42
0409001006,49
0409001007,27
0409001008,0
0409001009,50
0409001010,62
0409001011,87
0409001012,55
0409001013,133
0409001014,13
0409001015,34
0409001016,57
0409001017,53
0409001018,78
0409001019,16
0409001020,18
0409002000,121
0409002001,176
0409002002,18
0409002003,29
0409002004,69
0409002005,34
0409002006,26
0409002007,42
0409002008,0
0409002009,112
0409002010,87
0501001000,0
0501001001,0
0501001002,0
0501001003,0
0501001004,175
0501001005,127
0501001006,145
0501001007,108
0501001008,138
0501001009,38
0501001010,0
0501001011,52
0501002000,122
0501002001,115
0501002002,120
0501002003,84
0501002004,74
0501002005,52
0501002006,64
0501002007,70
0501002008,51
0501002009,0
0501002010,0
0501002011,57
0501002012,77
0501002013,87
0501002014,39
0501002015,0
0501002016,59
0501002017,33
0501002018,69
0501002019,69
0501002020,56
0501002021,24
0501002022,0
0501002023,0
0501002024,43
0501002025,65
0501002026,14
0501002027,63
0502001000,58
0502001001,23
0502001002,83
0502001003,47
0502001004,22
0502001005,57
0502001006,29
0502001007,41
0502001008,26
0502001009,38
0502001010,29
0502001011,17
0502001012,55
0502001013,37
0502001014,45
0502001015,18
0502001016,43
0502001017,31
0502001018,57
0502001019,81
0502001020,66
0502001021,53
0502002000,35
0502002001,45
0502002002,52
0502002003,45
0502002004,54
0502002005,25
0502002006,30
0502002007,56
0502002008,34
0502002009,7
0502002010,0
0502002011,28
0502002012,29
0502002013,29
0502002014,55
0502002015,39
0502002016,78
0502002017,57
0502002018,24
0502002019,52
0502002020,50
0502002021,51
0502002022,120
0502002023,0
0502002024,35
0502002025,51
0502002026,20
0502002027,34
0502002028,121
0502002029,88
0502002030,53
0502002031,93
0502002032,93
0502002033,15
0502002034,87
0502002035,126
0502002036,70
0502002037,39
0502002038,34
0502002039,42
0502002040,41
0502002041,16
0502002042,47
0502002043,10
0502003000,37
0502003001,14
0502003002,100
0502003003,53
0502003004,87
0502003005,81
0502003006,90
0502003007,95
0502003008,90
0502003009,0
0502003010,88
0502003011,97
0502003012,82
0502003013,73
0502003014,47
0502003015,75
0502003016,315
0502003017,68
0502003018,94
0502003019,78
0502003020,34
0502003021,73
0503001000,44
0503001001,65
0503001002,100
0503001003,84
0503001004,10
0503001005,82
0503001006,97
0503001007,15
0503001008,85
0503001009,85
0503001010,7
0503001011,80
0503001012,62
0503001013,21
0503001014,65
0503002000,73
0503002001,84
0503002002,72
0503002003,80
0503002004,54
0503002005,54
0503002006,55
0503002007,53
0503002008,47
0503002009,23
0503002010,9
0503002011,25
0503002012,59
0503002013,53
0503003000,373
0503003001,68
0503003002,0
0503003003,60
0503003004,7
0503003005,85
0503003006,77
0503003007,0
0503003008,52
0505001000,39
0505001001,0
0505001002,26
0505001003,25
0505001004,55
0505001005,57
0505001006,56
0505001007,95
0505001008,98
0505001009,81
0505001010,95
0505001011,87
0505001012,77
0505001013,113
0505001014,26
0505002000,47
0505002001,2
0505002002,33
0505002003,23
0505002004,11
0505002005,3
0505002006,58
0505002007,69
0505002008,61
0505002009,45
0505002010,47
0505002011,71
0505002012,73
0505002013,71
0505002014,60
0505002015,57
0505002016,59
0505002017,47
0505002018,59
0505002019,52
0505002020,117
0505002021,73
0505002022,144
0505002023,36
0505002024,26
0505002025,60
0505003000,18
0505003001,46
0505003002,81
0505003003,78
0505003004,79
0505003005,77
0505003006,72
0505003007,19
0505003008,56
0505003009,57
0505003010,88
0505003011,91
0505004000,115
0505004001,16
0505004002,45
0505004003,55
0505004004,42
0505004005,55
0505004006,59
0505004007,58
0505004008,55
0505004009,41
0505004010,77
0505004011,24
0505004012,43
0505004013,25
0505004014,26
0505004015,50
0505004016,66
0505004017,38
0505005000,84
0505005001,89
0505005002,0
0505005003,75
0505005004,17
0505005005,137
0505005006,64
0505005007,67
0505005008,52
0505005009,66
0505005010,51
0505005011,66
0506001000,0
0506001001,0
0506001002,94
0506001003,58
0506001004,7
0506001005,22
0506001006,45
0506001007,35
0506001008,35
0506001009,25
0506001010,43
0506001011,33
0506001012,37
0506001013,92
0506001014,61
0506001015,47
0506001016,42
0506001017,60
0506001018,39
0506001019,30
0506001020,30
0506001021,52
0506001022,15
0506001023,20
0506001024,55
0506001025,10
0506001026,32
0506002000,0
0506002001,0
0506002002,0
0506002003,79
0506002004,16
0506002005,33
0506002006,14
0506002007,54
0506002008,58
0506002009,55
0506002010,24
0506002011,54
0506002012,74
0506002013,71
0506002014,60
0506002015,78
0506002016,34
0506002017,53
0506002018,74
0506002019,0
0506002020,26
0506002021,84
0506002022,47
0506002023,64
0507001000,0
0507001001,157
0507001002,105
0507001003,22
0507001004,78
0507001005,65
0507001006,70
0507001007,61
0507001008,70
0507001009,30
0507001010,61
0507001011,36
0507001012,64
0507001013,228
0507001014,45
0507001015,55
0507001016,72
0507001017,63
0507001018,2
0507001019,117
0507001020,17
0508001000,57
0508001001,32
0508001002,48
0508001003,36
0508001004,4
0508001005,12
0508001006,55
0508001007,50
0508001008,67
0508001009,84
0508001010,65
0508001011,20
0508001012,76
0508001013,52
0508001014,60
0508001015,65
0508001016,84
0508001017,81
0508001018,71
0508001019,54
0508001020,72
0508001021,29
0508001022,38
0508001023,45
0508001024,32
0509001000,71
0509001001,54
0509001002,49
0509001003,56
0509001004,0
0509001005,43
0509001006,66
0509001007,70
0509001008,60
0509001009,67
0509001010,51
0509001011,51
0509001012,51
0509001013,68
0509001014,78
0509001015,98
0509001016,83
0509001017,77
0509001018,60
0509001019,62
0509001020,6
0509001021,48
0509001022,26
0509001023,49
0509001024,47
0510001000,40
0510001001,40
0510001002,54
0510001003,17
0510001004,9
0510001005,0
0510001006,0
0510001007,5
0510001008,0
0510001009,25
0510001010,90
0510001011,57
0510001012,59
0510001013,129
0510001014,74
0510001015,77
0510001016,71
0510001017,59
0510001018,57
0510001019,55
0510001020,60
0510001021,44
0510001022,52
0510001023,137
0510001024,62
0510001025,36
0510001026,157
0510001027,37
0510001028,0
0510001029,0
0511001000,47
0511001001,31
0511001002,20
0511001003,53
0511001004,90
0511001005,59
0511001006,63
0511001007,74
0511001008,66
0511001009,120
0511001010,58
0511001011,29
0511001012,48
0511001013,33
0511001014,35
0511001015,81
0511001016,82
0511001017,48
0511001018,68
0511001019,79
0511001020,21
0511001021,24
0511001022,62
0511001023,127
0511001024,104
0511001025,34
0512001000,1
0512001001,37
0512001002,55
0512001003,101
0512001004,98
0512001005,47
0512001006,64
0512001007,13
0512001008,67
0512001009,100
0512001010,108
0512002000,5
0512002001,36
0512002002,69
0512002003,37
0512002004,48
0512002005,70
0512002006,101
0512002007,61
0512002008,31
0512002009,82
0512002010,55
0512002011,0
0512002012,93
0512002013,137
0513001000,77
0513001001,19
0513001002,0
0513001003,119
0513001004,82
0513001005,21
0513001006,39
0513001007,63
0513001008,49
0513001009,74
0513001010,44
0513001011,53
0513001012,51
0513001013,69
0513001014,60
0513001015,53
0513001016,32
0513001017,22
0513001018,52
0513001019,62
0513001020,55
0513001021,56
0513001022,51
0513002000,179
0513002001,38
0513002002,52
0513002003,92
0513002004,80
0513002005,52
0513002006,342
0513002007,45
0513002008,61
0513002009,40
0513002010,63
0513002011,67
0513002012,70
0513002013,122
0513002014,27
0513002015,41
0513002016,109
0514001000,147
0514001001,110
0514001002,112
0514001003,88
0514001004,42
0514001005,13
0514001006,27
0514001007,31
0514001008,41
0514001009,0
0514001010,92
0514001011,94
0514001012,116
0514001013,14
0514001014,10
0514001015,42
0514001016,37
0514001017,55
0514001018,21
0514001019,16
0514002000,107
0514002001,11
0514002002,46
0514002003,49
0514002004,33
0514002005,21
0514002006,244
0514002007,181
0514002008,29
0514002009,51
0514002010,71
0514002011,0
0514002012,69
0514002013,57
0601001000,0
0601001001,40
0601001002,57
0601001003,27
0601001004,27
0601001005,66
0601001006,46
0601001007,25
0601001008,84
0601001009,66
0601001010,71
0601001011,93
0601001012,47
0601001013,85
0601002000,11
0601002001,101
0601002002,33
0601002003,83
0601002004,130
0601002005,102
0601002006,153
0601002007,157
0601002008,59
0601002009,118
0601002010,124
0601002011,39
0601003000,91
0601003001,173
0601003002,187
0601003003,85
0601003004,58
0601003005,131
0601003006,0
0602001000,174
0602001001,134
0602001002,0
0602001003,101
0602001004,79
0602001005,8
0602001006,13
0602001007,70
0602001008,125
