CENSUS BLOCK,Pop
5303004036,20
5303004037,32
5303004038,45
5304001000,7
5304001001,0
5304001002,0
5304001003,0
5304001004,0
5304001005,0
5304001006,0
5304001007,0
5304001008,4
5304001009,19
5304001010,0
5304001011,0
5304001012,1
5304001013,0
5304001014,21
5304001015,54
5304001016,0
5304001017,65
5304001018,53
5304001019,0
5304001020,0
5304001021,62
5304001022,49
5304001023,44
5304001024,41
5304001025,49
5304001026,48
5304001027,45
5304001028,53
5304001029,53
5304001030,44
5304001031,47
5304001032,62
5304001033,41
5304001034,33
5304001035,28
5304001036,32
5304001037,35
5304002000,0
5304002001,0
5304002002,0
5304002003,0
5304002004,0
5304002005,0
5304002006,49
5304002007,16
5304002008,32
5304002009,4
5304002010,57
5304002011,0
5304002012,30
5304002013,27
5304002014,63
5304002015,0
5304002016,0
5304002017,0
5304002018,8
5304002019,9
5304002020,34
5304002021,30
5304002022,38
5304002023,28
5304002024,13
5304002025,10
5304002026,15
5304002027,42
5304002028,32
5304002029,20
5304002030,31
5304002031,54
5304002032,50
5304002033,31
5304002034,41
5304002035,38
5304002036,42
5304002037,102
5304002038,56
5304002039,22
5304002040,24
5304002041,29
5304002042,24
5304002043,28
5304002044,19
5304002045,25
5304002046,33
5304002047,27
5305011000,2
5305011001,12
5305011002,0
5305011003,0
5305011004,6
5305011005,9
5305011006,0
5305011007,27
5305011008,15
5305011009,28
5305011010,7
5305011011,0
5305011012,34
5305011013,0
5305011014,9
5305011015,0
5305011016,34
5305011017,50
5305011018,23
5305011019,35
5305011020,47
5305011021,37
5305011022,33
5305011023,32
5305011024,24
5305011025,51
5305011026,32
5305011027,31
5305011028,114
5305011029,41
5305011030,39
5305011031,50
5305011032,60
5305011033,53
5305011034,88
5305011035,52
5305011036,73
5305011037,48
5305011038,61
5305011039,0
5305011040,17
5305011041,26
5305011042,24
5305011043,31
5305012000,33
5305012001,31
5305012002,68
5305012003,54
5305012004,60
5305012005,32
5305012006,23
5305012007,39
5305012008,39
5305012009,0
5305012010,0
5305012011,33
5305012012,43
5305012013,128
5305012014,100
5305012015,0
5305012016,13
5305012017,70
5305012018,36
5305012019,10
5305012020,3
5305012021,55
5305012022,32
5305012023,45
5305012024,32
5305012025,28
5305012026,51
5305012027,52
5305012028,45
5305012029,106
5305012030,38
5305012031,66
5305012032,3
5305012033,91
5305012034,54
5305013000,98
5305013001,96
5305013002,65
5305013003,65
5305013004,91
5305013005,91
5305013006,37
5305013007,54
5305013008,35
5305013009,48
5305013010,41
5305013011,40
5305013012,45
5305013013,48
5305013014,38
5305013015,58
5305013016,59
5305013017,39
5305014000,41
5305014001,15
5305014002,0
5305014003,6
5305014004,23
5305014005,52
5305014006,40
5305014007,20
5305014008,28
5305014009,22
5305014010,87
5305014011,68
5305014012,0
5305014013,84
5305014014,55
5305014015,55
5305014016,52
5305014017,24
5305014018,36
5305014019,36
5305014020,0
5305014021,44
5305014022,34
5305014023,43
5305014024,45
5305014025,42
5305014026,58
5305014027,40
5305014028,25
5305014029,51
5305014030,48
5305014031,46
5305014032,41
5305014033,40
5305014034,41
5305014035,45
5305014036,46
5305014037,53
5305021000,0
5305021001,21
5305021002,13
5305021003,46
5305021004,47
5305021005,43
5305021006,51
5305021007,53
5305021008,27
5305021009,50
5305021010,47
5305021011,33
5305021012,39
5305021013,33
5305021014,6
5305021015,20
5305021016,41
5305021017,36
5305021018,46
5305021019,61
5305021020,38
5305021021,27
5305021022,51
5305021023,52
5305021024,185
5305021025,18
5305021026,0
5305021027,14
5305021028,31
5305021029,51
5305021030,88
5305021031,26
5305021032,0
5305021033,5
5305021034,22
5305021035,61
5305021036,56
5305021037,49
5305021038,54
5305021039,41
5305021040,29
5305021041,40
5305021042,0
5305021043,0
5305021044,0
5305021045,0
5305021046,16
5305031000,0
5305031001,28
5305031002,17
5305031003,33
5305031004,29
5305031005,38
5305031006,44
5305031007,36
5305031008,54
5305031009,7
5305031010,13
5305031011,18
5305031012,18
5305031013,7
5305031014,1
5305031015,0
5305031016,16
5305031017,16
5305031018,22
5305031019,36
5305031020,26
5305031021,11
5305031022,34
5305031023,11
5305031024,28
5305031025,32
5305031026,47
5305031027,0
5305031028,0
5305031029,38
5305031030,43
5305031031,39
5305031032,39
5305031033,49
5305031034,32
5305031035,42
5305031036,35
5305031037,47
5305031038,16
5305031039,23
5305031040,23
5305031041,19
5305031042,6
5305031043,112
5305031044,62
5305031045,21
5305031046,32
5305031047,46
5305031048,44
5305031049,27
5305031050,17
5305031051,16
5305031052,0
5305031053,0
5305031054,7
5305031055,11
5305032000,0
5305032001,34
5305032002,21
5305032003,21
5305032004,9
5305032005,3
5305032006,34
5305032007,9
5305032008,39
5305032009,42
5305032010,47
5305032011,37
5305032012,42
5305032013,62
5305032014,57
5305032015,28
5305032016,24
5305032017,52
5305032018,28
5305032019,40
5305032020,52
5305032021,3
5305032022,39
5305032023,77
5305032024,44
5305032025,27
5305032026,46
5305032027,38
5305032028,30
5305032029,66
5305032030,0
5305032031,0
5305032032,0
5305032033,67
5305032034,48
5305032035,55
5305032036,28
5305032037,40
5305032038,54
5305032039,41
5305032040,53
5305032041,1
5305032042,0
5305032043,47
5305032044,53
5305032045,54
5305032046,31
5305032047,43
5305032048,36
5305032049,30
5305032050,9
5305032051,50
5305032052,0
5305032053,0
5305032054,0
5305032055,44
5305032056,29
5305032057,21
5305032058,35
5305032059,31
5305032060,37
5305032061,32
5305032062,51
5305032063,29
5305032064,41
5305032065,41
5305033000,36
5305033001,45
5305033002,50
5305033003,49
5305033004,42
5305033005,33
5305033006,43
5305033007,46
5305033008,33
5305033009,43
5305033010,26
5305033011,29
5305033012,0
5305033013,23
5305033014,13
5305033015,19
5305033016,17
5305033017,48
5305033018,44
5305033019,0
5305033020,54
5305033021,51
5305033022,40
5305033023,0
5305033024,2
5305033025,9
5305033026,25
5305033027,13
5305033028,18
5305033029,0
5305033030,0
5305033031,18
5305033032,18
5305033033,49
5305033034,42
5305033035,47
5305033036,61
5305033037,27
5305033038,13
5305033039,17
5305033040,25
5305033041,80
5305033042,12
5305033043,44
5305033044,52
5305033045,44
5305033046,12
5305033047,51
5305033048,21
5305033049,42
5305033050,37
5305033051,34
5305033052,10
5305033053,36
5305033054,52
5305033055,0
5305033056,0
5305033057,0
5306001000,27
5306001001,27
5306001002,39
5306001003,8
5306001004,23
5306001005,6
5306001006,25
5306001007,41
5306001008,18
5306001009,7
5306001010,0
5306001011,27
5306001012,24
5306001013,5
5306001014,0
5306001015,49
5306001016,45
5306001017,0
5306001018,17
5306001019,0
5306001020,0
5306001021,27
5306001022,37
5306001023,27
5306001024,26
5306001025,24
5306001026,42
5306001027,37
5306001028,77
5306001029,96
5306001030,382
5306001031,0
5306001032,0
5306001033,25
5306001034,16
5306001035,31
5306001036,34
5306001037,44
5306001038,8
5306001039,26
5306001040,8
5306001041,11
5306002000,15
5306002001,16
5306002002,24
5306002003,42
5306002004,5
5306002005,46
5306002006,12
5306002007,18
5306002008,33
5306002009,25
5306002010,20
5306002011,28
5306002012,26
5306002013,20
5306002014,19
5306002015,59
5306002016,34
5306002017,25
5306002018,0
5306002019,26
5306002020,12
5306002021,52
5306002022,11
5306002023,17
5306002024,8
5306002025,23
5306002026,61
5306002027,29
5306002028,102
5306002029,50
5306002030,29
5306002031,43
5306002032,1
5306002033,18
5306003000,43
5306003001,0
5306003002,22
5306003003,15
5306003004,32
5306003005,77
5306003006,32
5306003007,0
5306003008,10
5306003009,9
5306003010,39
5306003011,10
5306003012,9
5306003013,35
5306003014,12
5306003015,71
5306003016,24
5306003017,29
5306003018,35
5306003019,12
5306003020,17
5306003021,8
5306003022,90
5306003023,39
5306003024,7
5306003025,63
5306003026,15
5306003027,5
5306003028,22
5306003029,38
5306003030,11
5306003031,29
5306003032,32
5401011000,171
5401011001,557
5401011002,0
5401011003,93
5401011004,0
5401011005,0
5401011006,0
5401011007,7
5401011008,23
5401011009,10
5401011010,0
5401011011,3
5401011012,0
5401011013,0
5401011014,0
5401011015,0
5401011016,0
5401011017,0
5401011018,0
5401011019,322
5401011020,14
5401011021,2
5401011022,0
5401011023,1
5401011024,0
5401011025,0
5401011026,0
5401011027,0
5401011028,33
5401011029,0
5401012000,255
5401012001,6
5401012002,507
5401012003,0
5401012004,0
5401012005,2
5401012006,4
5401012007,10
5401012008,13
5401012009,0
5401012010,0
5401012011,15
5401012012,18
5401012013,2
5401012014,26
5401012015,13
5401012016,0
5401013000,0
5401013001,0
5401013002,483
5401013003,358
5401013004,0
5401013005,55
5401013006,0
5401013007,0
5401013008,0
5401013009,0
5401013010,369
5401013011,0
5401014000,0
5401014001,0
5401014002,0
5401014003,0
5401014004,0
5401014005,0
5401014006,0
5401014007,0
5401014008,0
5401014009,0
5401014010,0
5401014011,0
5401014012,1
5401014013,0
5401014014,0
5401014015,0
5401014016,0
5401014017,0
5401014018,0
5401021000,0
5401021001,0
5401021002,0
5401021003,0
5401021004,0
5401021005,0
5401021006,0
5401021007,0
5401021008,0
5401021009,0
5401021010,0
5401021011,0
5401021012,0
5401021013,0
5401021014,0
5401021015,0
5401021016,0
5401021017,0
5401021018,0
5401021019,0
5401021020,0
5401021021,0
5401021022,0
5401021023,0
5401021024,0
5401021025,0
5401021026,0
5401021027,0
5401021028,0
5401021029,0
5401021030,0
5401021031,0
5401021032,0
5401021033,0
5401021034,0
5401021035,0
5401021036,0
5401021037,0
5401021038,0
5401021039,0
5401021040,0
5401021041,0
5401021042,0
5401021043,0
5401021044,0
5401021045,0
5401021046,0
5401021047,0
5401021048,0
5401021049,0
5401021050,0
5401021051,0
5401021052,109
5401021053,712
5401021054,0
5401021055,0
5401021056,0
5401021057,0
5401021058,0
5401021059,0
5401022000,0
5401022001,0
5401022002,0
5401022003,0
5401022004,0
5401022005,0
5401022006,0
5401022007,0
5401022008,0
5401022009,169
5401022010,158
5401022011,24
5401022012,218
5401022013,608
5401022014,0
5401022015,0
5401022016,0
5401022017,0
5401022018,0
5401022019,0
5401022020,194
5401022021,131
5401023000,68
5401023001,80
5401023002,106
5401023003,67
5401023004,119
5401023005,17
5401023006,69
5401023007,83
5401023008,26
5401023009,92
5401023010,59
5501001000,0
5501001001,0
5501001002,0
5501001003,0
5501001004,0
5501001005,0
5501001006,0
5501001007,0
5501001008,0
5501001009,5
5501001010,0
5501001011,0
5501001012,0
5501001013,0
5501001014,0
5501001015,0
5501001016,0
5501001017,33
5501001018,22
5501001019,0
5501001020,0
5501001021,0
5501001022,0
5501001023,0
5501001024,0
5501001025,14
5501001026,36
5501001027,47
5501001028,57
5501001029,45
5501001030,32
5501001031,0
5501001032,0
5501001033,32
5501001034,18
5501001035,30
5501001036,31
5501001037,6
5501001038,0
5501001039,0
5501001040,0
5501001041,10
5501001042,0
5501001043,0
5501001044,0
5501001045,0
5501001046,0
5501001047,61
5501001048,1
5501001049,1
5501001050,3
5501001051,0
5501001052,0
5501001053,0
5501001054,2
5501001055,31
5501001056,47
5501001057,63
5501001058,32
5501001059,5
5501001060,0
5501001061,6
5501001062,0
5501001063,21
5501001064,30
5501001065,17
5501001066,24
5501001067,17
5501001068,39
5501001069,39
5501001070,42
5501001071,37
5501001072,37
5501001073,29
5501001074,0
5501001075,0
5501001076,0
5501001077,0
5501001078,0
5501001079,12
5501001080,1
5501001081,8
5501001082,0
5501001083,0
5501001084,0
5501001085,15
5501001086,2
5501001087,16
5501001088,2
5501001089,0
5501001090,0
5501001091,0
5501001092,0
5501002000,27
5501002001,83
5501002002,69
5501002003,57
5501002004,0
5501002005,35
5501002006,34
5501002007,30
5501002008,34
5501002009,35
5501002010,45
5501002011,34
5501002012,41
5501002013,32
5501002014,54
5501002015,27
5501002016,14
5501002017,15
5501002018,23
5501002019,24
5501002020,41
5501002021,26
5501002022,33
5501002023,0
5501002024,0
5501002025,0
5501003000,57
5501003001,0
5501003002,36
5501003003,74
5501003004,48
5501003005,63
5501003006,61
5501003007,65
5501003008,116
5501003009,52
5501003010,83
5501003011,49
5501003012,54
5501003013,32
5501003014,14
5501003015,62
5501003016,48
5501003017,53
5501003018,35
5501003019,98
5501003020,24
5501003021,29
5501003022,64
5501003023,13
5501003024,34
5501003025,2
5501003026,39
5501003027,13
5501003028,28
5501003029,39
5501003030,18
5501003031,25
5501003032,0
5501003033,13
5501004000,26
5501004001,87
5501004002,0
5501004003,13
5501004004,41
5501004005,54
5501004006,87
5501004007,68
5501004008,72
5501004009,75
5501004010,44
5501004011,17
5501004012,4
5501004013,42
5501004014,58
5501004015,39
5501004016,41
5501004017,0
5501004018,6
5501004019,21
5501005000,0
5501005001,37
5501005002,43
5501005003,53
5501005004,43
5501005005,41
5501005006,38
5501005007,50
5501005008,49
5501005009,36
5501005010,49
5501005011,89
5501005012,47
5501005013,0
5501005014,0
5501005015,0
5501005016,54
5501005017,58
5501005018,49
5501005019,0
5501005020,0
5501005021,0
5501005022,0
5501005023,0
5501005024,0
5501005025,0
5501005026,0
5501005027,0
5501005028,0
5501005029,0
5501005030,0
5501005031,0
5501005032,0
5501005033,0
5501005034,0
5501005035,0
5501005036,43
5501006000,0
5501006001,55
5501006002,31
5501006003,37
5501006004,0
5501006005,19
5501006006,0
5501006007,0
5501006008,0
5501006009,0
5501006010,53
5501006011,50
5501006012,38
5501006013,52
5501006014,61
5501006015,27
5501006016,63
5501006017,54
5501006018,62
5501006019,44
5501006020,54
5501006021,49
5501006022,73
5501006023,45
5501006024,36
5501006025,45
5501006026,84
5501006027,10
5501006028,95
5501006029,55
5501006030,57
5501006031,73
5501006032,61
5501006033,52
5501006034,33
5501006035,10
5501006036,86
5501006037,78
5501006038,46
5501006039,54
5502001000,0
5502001001,0
5502001002,33
5502001003,33
5502001004,21
5502001005,0
5502001006,58
5502001007,35
5502001008,36
5502001009,27
5502001010,56
5502001011,18
5502001012,24
5502001013,31
5502001014,20
5502001015,20
5502001016,14
5502001017,0
5502001018,41
5502001019,63
5502001020,27
5502001021,26
5502001022,41
5502001023,43
5502001024,31
5502001025,0
5502001026,31
5502001027,43
5502001028,36
5502001029,9
5502001030,19
5502001031,21
5502001032,36
5502001033,51
5502001034,30
5502001035,46
5502001036,37
5502001037,29
5502001038,30
5502001039,37
5502001040,35
5502001041,33
5502001042,25
5502001043,31
5502001044,31
5502001045,22
5502001046,15
5502001047,28
5502001048,34
5502001049,24
5502001050,30
5502001051,39
5502001052,44
5502001053,29
5502001054,34
5502001055,24
5502001056,27
5502001057,30
5502001058,19
5502001059,22
5502001060,22
5502001061,27
5502001062,48
5502001063,21
5502001064,15
5502002000,0
5502002001,16
5502002002,27
5502002003,14
5502002004,24
5502002005,32
5502002006,0
5502002007,0
5502002008,0
5502002009,27
5502002010,17
5502002011,31
5502002012,36
5502002013,42
5502002014,29
5502002015,46
5502002016,45
5502002017,19
5502002018,14
5502002019,18
5502002020,27
5502002021,21
5502002022,22
5502002023,3
5502002024,18
5502002025,0
5502002026,25
5502002027,0
5502002028,0
5502002029,0
5502002030,0
5502002031,0
5502002032,0
5502002033,0
5502002034,0
5502002035,0
5502002036,0
5502002037,0
5502002038,0
5502002039,0
5502002040,0
5502002041,0
5502002042,0
5502002043,0
5502002044,0
5502002045,0
5502002046,0
5502002047,0
5502002048,0
5502002049,0
5502002050,0
5502002051,0
5502002052,0
5502002053,0
5502002054,0
5502002055,0
5502002056,0
5502002057,0
5502002058,0
5502002059,0
5502002060,0
5502002061,0
5502002062,0
5502002063,0
5502002064,0
5502002065,5
5502002066,0
5502002067,2
5502002068,0
5502002069,0
5502002070,0
5502002071,0
5502002072,0
5502002073,0
5502002074,0
5502002075,0
5502002076,0
5502002077,0
5502002078,0
5502002079,0
5502002080,0
5502002081,0
5502002082,0
5502002083,0
5502002084,0
5502002085,0
5502002086,0
5502002087,0
5502002088,0
5502002089,0
5502002090,0
5502002091,0
5502002092,0
5502002093,0
5502002094,0
5502002095,0
5502002096,0
5502002097,0
5502002098,0
5502002099,0
5502002100,0
5502002101,0
5502002102,0
5502002103,0
5502002104,0
5502002105,0
5502002106,0
5502002107,0
5502002108,0
5502002109,0
5502002110,0
5502002111,0
5502002112,0
5502002113,0
5502002114,0
5502002115,0
5502002116,0
5502002117,0
5502002118,0
5502002119,36
5502002120,17
5502002121,36
5502002122,33
5502002123,0
5502002124,0
5502002125,53
5502002126,44
5502002127,25
5502002128,73
5502002129,59
5502002130,0
5502002131,0
5502002132,0
5601001000,0
5601001001,0
5601001002,0
5601001003,0
5601001004,0
5601001005,0
5601001006,0
5601001007,0
5601001008,0
5601001009,0
5601001010,0
5601001011,0
5601001012,0
5601001013,0
5601001014,0
5601001015,0
5601001016,0
5601001017,0
5601001018,0
5601001019,0
5601001020,0
5601001021,0
5601001022,0
5601001023,23
5601001024,0
5601001025,59
5601001026,61
5601001027,82
5601001028,0
5601001029,224
5601001030,48
5601001031,53
5601001032,52
5601001033,65
5601001034,32
5601001035,65
5601001036,72
5601001037,56
5601001038,71
5601001039,59
5601001040,0
5601001041,0
5601001042,73
5601001043,56
5601001044,60
5601001045,45
5601001046,54
5601001047,77
5601001048,67
5601001049,19
5601001050,0
5602001000,0
5602001001,0
5602001002,0
5602001003,0
5602001004,0
5602001005,41
5602001006,0
5602001007,27
5602001008,28
5602001009,31
5602001010,91
5602001011,36
5602001012,41
5602002000,0
5602002001,0
5602002002,0
5602002003,0
5602002004,0
5602002005,0
5602002006,0
5602003000,0
5602003001,58
5602003002,62
5602003003,58
5602003004,66
5602003005,84
5602003006,55
5602003007,64
5602003008,69
5602003009,67
5602003010,58
5602003011,59
5602003012,58
5602003013,64
5602003014,63
5602003015,38
5602003016,37
5602003017,41
5602003018,48
5602003019,44
5602003020,48
5602003021,43
5602003022,48
5602003023,52
5602003024,0
5602003025,35
5602003026,40
5602003027,52
5602003028,0
5602003029,0
5602003030,0
5602003031,0
5602003032,0
5602003033,0
5602003034,15
5603001000,0
5603001001,0
5603001002,0
5603001003,0
5603001004,7
5603001005,0
5603001006,0
5603001007,0
5603001008,42
5603001009,52
5603001010,54
5603001011,64
5603001012,72
5603001013,55
5603001014,67
5603001015,0
5603001016,77
5603001017,82
5603001018,60
5603001019,74
5603001020,54
5603001021,48
5603001022,53
5603001023,54
5603001024,58
5603001025,47
5603001026,61
5603001027,53
5603001028,50
5603001029,56
5603001030,23
5603001031,54
5603001032,73
5603001033,64
5603001034,53
5603001035,63
5603001036,53
5603001037,14
5603001038,70
5603002000,2
5603002001,68
5603002002,79
5603002003,57
5603002004,40
5603002005,67
5603002006,0
5603002007,53
5603002008,46
5603002009,78
5603002010,75
5603002011,60
5603002012,64
5603002013,68
5603002014,63
5603002015,59
5603002016,90
5603002017,51
5603002018,59
5603002019,65
5603002020,67
5603002021,67
5603002022,57
5603002023,42
5603002024,53
5603002025,50
5603002026,0
5604001000,26
5604001001,7
5604001002,0
5604001003,0
5604001004,0
5604001005,72
5604001006,53
5604001007,69
5604001008,45
5604001009,45
5604001010,74
5604001011,92
5604001012,69
5604001013,63
5604001014,83
5604001015,0
5604001016,0
5604001017,64
5604001018,70
5604001019,66
5604001020,61
5604001021,70
5604001022,45
5604001023,50
5604001024,45
5604001025,19
5604001026,37
5604001027,44
5604001028,59
5604001029,45
5604001030,44
5604001031,0
5604001032,17
5604001033,34
5604001034,48
5607001000,70
5607001001,107
5607001002,0
5607001003,42
5607001004,0
5607001005,35
5607001006,84
5607001007,51
5607001008,35
5607001009,13
5607001010,33
5607001011,74
5607001012,66
5607001013,49
5607001014,52
5607001015,51
5607001016,53
5607001017,127
5607001018,75
5607001019,46
5607001020,66
5607001021,74
5607001022,68
5607001023,36
5607001024,37
5607001025,0
5607002000,60
5607002001,74
5607002002,77
5607002003,84
5607002004,68
5607002005,86
5607002006,67
5607002007,71
5607002008,58
5607002009,73
5607002010,0
5607002011,51
5607002012,61
5607002013,50
5607002014,44
5607002015,86
5607002016,67
5607002017,64
5607002018,66
5607002019,46
5607002020,50
5607002021,26
5607002022,54
5607002023,61
5607002024,67
5607002025,33
5607002026,54
5607002027,26
5607002028,30
5607002029,29
5607002030,22
5607002031,0
5607002032,43
5607002033,18
5607002034,6
5607002035,36
5607002036,34
5607002037,28
5607002038,0
5607002039,0
5607002040,0
5607002041,75
5607002042,0
5607002043,6
5607002044,52
5607002045,0
5607002046,6
5607002047,14
5607002048,33
5607002049,24
5607002050,17
5607002051,30
5607002052,7
5607002053,6
5608001000,53
5608001001,55
5608001002,71
5608001003,59
5608001004,61
5608001005,54
5608001006,49
5608001007,47
5608001008,43
5608001009,51
5608001010,40
5608001011,37
5608001012,41
5608001013,77
5608001014,70
5608001015,80
5608001016,8
5608001017,4
5608001018,14
5608001019,8
5608001020,9
5608001021,22
5608001022,16
5608001023,20
5608001024,0
5608001025,25
5608001026,11
5608001027,24
5608001028,95
5608001029,2
5608001030,34
5608001031,0
5608001032,0
5608002000,47
5608002001,54
5608002002,43
5608002003,39
5608002004,45
5608002005,43
5608002006,41
5608002007,49
5608002008,38
5608002009,48
5608002010,47
5608002011,55
5608002012,39
5608002013,52
5608002014,33
5608002015,55
5608002016,22
5608002017,28
5608002018,43
5608002019,33
5608002020,35
5608002021,38
5608002022,40
5608002023,36
5608002024,5
5608002025,0
5608002026,0
5608002027,198
5608002028,0
5608002029,212
5608002030,35
5608002031,39
5608003000,46
5608003001,39
5608003002,54
5608003003,48
5608003004,37
5608003005,48
5608003006,47
5608003007,31
5608003008,41
5608003009,50
5608003010,1
5608003011,21
5608003012,38
5608003013,42
5608003014,43
5608003015,6
5608003016,0
5608003017,53
5608003018,40
5608003019,47
5608003020,0
5608003021,26
5608003022,22
5608003023,1
5608003024,42
5608003025,17
5608003026,16
5608004000,40
5608004001,66
5608004002,34
5608004003,53
5608004004,49
5608004005,52
5608004006,47
5608004007,75
5608004008,51
5608004009,29
5608004010,31
5608004011,52
5608004012,13
5608004013,8
5608004014,16
5608004015,3
5608004016,2
5608004017,12
5608004018,0
5608004019,152
5608005000,53
5608005001,52
5608005002,40
5608005003,58
5608005004,65
5608005005,58
5608005006,45
5608005007,41
5608005008,46
5608005009,46
5608005010,44
5608005011,52
5608005012,51
5608005013,47
5608005014,46
5608005015,52
5608005016,41
5608005017,71
5608005018,47
5608005019,28
5608005020,21
5608005021,18
5608005022,21
5608005023,13
5608005024,29
5608005025,13
5608005026,0
5608005027,0
5608005028,0
5609001000,56
5609001001,34
5609001002,48
5609001003,42
5609001004,40
5609001005,43
5609001006,51
5609001007,36
5609001008,43
5609001009,60
5609001010,54
5609001011,63
5609001012,61
5609001013,46
5609001014,63
5609001015,48
5609001016,44
5609001017,46
5609001018,38
5609001019,39
5609001020,31
5609001021,33
5609001022,40
5609001023,21
5609001024,0
5609001025,2
5609001026,5
5609002000,50
5609002001,43
5609002002,45
5609002003,58
5609002004,38
5609002005,39
5609002006,40
5609002007,46
5609002008,23
5609002009,53
5609002010,35
5609002011,34
5609002012,30
5609002013,40
5609002014,33
5609002015,0
5609002016,8
5609003000,21
5609003001,16
5609003002,50
5609003003,52
5609003004,43
5609003005,59
5609003006,54
5609003007,49
5609003008,44
5609003009,57
5609003010,82
5609003011,66
5609003012,29
5609003013,29
5609003014,0
5609003015,26
5609003016,31
5609003017,53
5609003018,40
5609003019,43
5609003020,37
5609003021,3
5609003022,0
5609003023,8
5609004000,51
5609004001,49
5609004002,47
5609004003,60
5609004004,53
5609004005,41
5609004006,68
5609004007,85
5609004008,85
5609004009,36
5609004010,45
5609004011,32
5609004012,33
5609004013,40
5609004014,54
5609004015,40
5609004016,37
5609004017,43
5609004018,36
5609004019,46
5609004020,41
5609004021,7
5609004022,0
5609004023,0
5609005000,71
5609005001,44
5609005002,0
5609005003,131
5609005004,78
5609005005,14
5609005006,69
5609005007,62
5609005008,103
5609005009,83
5609006000,105
5609006001,88
5609006002,35
5609006003,35
5609006004,82
5609006005,47
5609006006,2
5609006007,32
5609006008,50
5609006009,39
5609006010,48
5609006011,57
5609006012,57
5609006013,44
5609006014,32
5609006015,43
5609006016,0
5609006017,11
5609006018,0
5609006019,8
5610001000,0
5610001001,5
5610001002,13
5610001003,40
5610001004,48
5610001005,20
5610001006,0
5610001007,66
5610001008,45
5610001009,78
5610001010,66
5610001011,36
5610001012,36
5610001013,42
5610001014,58
5610001015,53
5610001016,47
5610001017,47
5610001018,85
5610001019,37
5610001020,43
5610001021,43
5610001022,48
5610001023,44
5610002000,3
5610002001,6
5610002002,32
5610002003,33
5610002004,31
5610002005,27
5610002006,71
5610002007,90
5610002008,82
5610002009,81
5610002010,41
5610002011,33
5610002012,51
5610002013,38
5610003000,0
5610003001,1
5610003002,2
5610003003,31
5610003004,25
5610003005,66
5610003006,85
5610003007,39
5610003008,31
5610003009,30
5610003010,42
5610003011,40
5610003012,41
5610003013,81
5610003014,49
5610003015,51
5610003016,102
5610003017,55
5610003018,37
5610003019,68
5610003020,49
5610003021,40
5610003022,32
5610004000,0
5610004001,0
5610004002,27
5610004003,39
5610004004,56
5610004005,56
5610004006,83
5610004007,25
5610004008,41
5610004009,75
5610004010,31
5610004011,49
5610004012,59
5610004013,38
5610004014,40
5610004015,52
5610005000,0
5610005001,2
5610005002,15
5610005003,31
5610005004,42
5610005005,39
5610005006,86
5610005007,43
5610005008,50
5610005009,44
5610005010,50
5610005011,31
5610005012,32
5610005013,34
5610005014,81
5610005015,78
5610005016,39
5610005017,41
5610005018,49
5610005019,51
5610005020,73
5610005021,37
5610005022,54
5610006000,0
5610006001,4
5610006002,0
5610006003,26
5610006004,23
5610006005,36
5610006006,33
5610006007,30
5610006008,0
5610006009,7
5610006010,46
5610006011,76
5610006012,97
5610006013,39
5610006014,41
5610006015,68
5610006016,51
5610006017,3
5610006018,110
5610006019,37
5610006020,38
5610006021,35
5610006022,72
5611001000,0
5611001001,2
5611001002,11
5611001003,47
5611001004,44
5611001005,62
5611001006,28
5611001007,2
5611001008,46
5611001009,0
5611001010,0
5611001011,45
5611001012,61
5611001013,34
5611001014,0
5611001015,65
5611001016,60
5611001017,41
5611001018,0
5611001019,71
5611001020,16
5611001021,11
5611001022,13
5611001023,59
5611001024,6
5611002000,51
5611002001,48
5611002002,49
5611002003,46
5611002004,44
5611002005,40
5611002006,56
5611002007,54
5611002008,26
5611002009,36
5611002010,47
5611002011,27
5611002012,30
5611002013,45
5611002014,36
5611002015,47
5611002016,40
5611002017,24
5611002018,18
5611002019,22
5611003000,31
5611003001,28
5611003002,37
5611003003,13
5611003004,26
5611003005,55
5611003006,32
5611003007,47
5611003008,55
5611003009,39
5611003010,32
5611003011,37
5611003012,25
5611003013,29
5611003014,52
5611003015,35
5611003016,37
5611003017,37
5611003018,56
5611003019,46
5611004000,24
5611004001,16
5611004002,24
5611004003,44
5611004004,40
5611004005,46
5611004006,38
5611004007,43
5611004008,33
5611004009,40
5611004010,43
5611004011,47
5611004012,35
5611004013,60
5611004014,56
5611004015,68
5611004016,55
5611004017,46
5611004018,60
5611004019,53
5611004020,49
5611004021,41
5611004022,40
5611004023,40
5611004024,34
5611004025,29
5611004026,33
5611004027,22
5611004028,10
5611004029,10
5611005000,31
5611005001,22
5611005002,35
5611005003,49
5611005004,49
5611005005,45
5611005006,34
5611005007,50
5611005008,54
5611005009,46
5611005010,47
5611005011,45
5611005012,62
5611005013,45
5611005014,57
5611005015,65
5611005016,44
5611005017,75
5611005018,46
5611005019,70
5611005020,58
5611005021,38
5611005022,28
5611005023,34
5611005024,36
5611005025,40
5611005026,38
5611005027,15
5611005028,33
5611005029,18
5611006000,47
5611006001,0
5611006002,53
5611006003,19
5611006004,42
5611006005,0
5611006006,0
5611006007,32
5611006008,35
5611006009,4
5611006010,28
5611006011,0
5611006012,54
5611006013,52
5611006014,31
5611006015,39
5611006016,33
5611006017,38
5611006018,46
5611006019,49
